customerId,firstName,lastName,DOB,phoneNumber,email,points,dateJoined
986,Alex,Miller,1999-02-11,979-910-2865,alex.miller58@example.com,856,2023-06-28
987,Mike,Doe,1995-01-03,979-587-6863,mike.doe43@example.com,438,2023-07-01
988,Alex,Moore,2000-11-19,979-596-6008,alex.moore74@example.com,303,2023-07-03
989,John,Doe,2002-02-15,979-332-9020,john.doe12@example.com,887,2023-07-05
990,Mike,Miller,1999-05-22,979-855-8834,mike.miller71@example.com,436,2023-07-07
991,Sue,Lee,1995-11-07,979-766-7863,sue.lee26@example.com,387,2023-07-09
992,Taylor,Moore,2000-12-25,979-953-3314,taylor.moore98@example.com,220,2023-07-11
993,Mary,Davis,2003-07-23,979-694-2540,mary.davis90@example.com,231,2023-07-13
994,Peter,Davis,1998-05-28,979-815-9143,peter.davis61@example.com,778,2023-07-16
995,Pat,Smith,1998-05-17,979-807-1597,pat.smith23@example.com,773,2023-07-18
996,Taylor,Smith,2002-09-26,979-729-2568,taylor.smith51@example.com,994,2023-07-20
997,Mary,Williams,2000-12-22,979-379-3658,mary.williams8@example.com,275,2023-07-22
998,Alex,Smith,2003-11-22,979-355-2918,alex.smith59@example.com,991,2023-07-24
999,Chris,Jones,2003-01-05,979-551-4147,chris.jones90@example.com,234,2023-07-26
1000,Pat,Brown,2005-03-03,979-262-5572,pat.brown68@example.com,169,2023-07-28
1001,Sue,Lee,1998-10-15,979-823-6022,sue.lee8@example.com,571,2023-07-30
1002,John,Williams,1998-08-16,979-195-9157,john.williams55@example.com,292,2023-08-02
1003,Peter,Williams,2001-01-25,979-372-8879,peter.williams23@example.com,695,2023-08-04
1004,Chris,Miller,1998-10-25,979-242-7864,chris.miller50@example.com,297,2023-08-06
1005,Chris,Williams,1997-03-16,979-577-7852,chris.williams88@example.com,840,2023-08-08
1006,Taylor,Lee,2002-05-17,979-543-9103,taylor.lee67@example.com,624,2023-08-10
1007,Sue,Miller,2004-03-05,979-273-6995,sue.miller65@example.com,555,2023-08-12
1008,Alex,Doe,1998-01-05,979-933-8559,alex.doe55@example.com,282,2023-08-14
1009,Taylor,Smith,1997-10-28,979-456-1762,taylor.smith19@example.com,293,2023-08-16
1010,John,Moore,1998-02-15,979-416-4856,john.moore85@example.com,176,2023-08-19
1011,Jane,Smith,2002-05-16,979-540-7948,jane.smith34@example.com,507,2023-08-21
1012,Mary,Miller,1996-01-11,979-196-9148,mary.miller5@example.com,154,2023-08-23
1013,Pat,Smith,2004-03-15,979-844-4294,pat.smith3@example.com,689,2023-08-25
1014,Sue,Jones,2001-06-02,979-667-1069,sue.jones79@example.com,126,2023-08-27
1015,Chris,Davis,1998-09-16,979-662-1458,chris.davis78@example.com,946,2023-08-29
1016,Pat,Doe,1998-02-07,979-736-3114,pat.doe66@example.com,573,2023-08-31
1017,John,Davis,2005-08-02,979-292-8849,john.davis72@example.com,779,2023-09-03
1018,Taylor,Doe,1997-02-28,979-780-5771,taylor.doe93@example.com,646,2023-09-05
1019,Jane,Smith,2005-01-17,979-421-7962,jane.smith42@example.com,610,2023-09-07
1020,John,Moore,1995-11-16,979-338-7545,john.moore73@example.com,456,2023-09-09
1021,Taylor,Miller,1997-04-19,979-752-7440,taylor.miller64@example.com,199,2023-09-11
1022,Pat,Jones,2000-03-05,979-213-9354,pat.jones39@example.com,498,2023-09-13
1023,John,Williams,2000-10-19,979-984-5611,john.williams17@example.com,508,2023-09-15
1024,Taylor,Davis,1999-08-05,979-363-1877,taylor.davis38@example.com,428,2023-09-17
1025,Sue,Moore,1996-07-06,979-147-8624,sue.moore11@example.com,204,2023-09-20
1026,Mike,Moore,1998-11-22,979-852-3186,mike.moore52@example.com,236,2023-09-22
1027,John,Williams,1997-11-14,979-959-2476,john.williams17@example.com,899,2023-09-24
1028,Taylor,Moore,2000-12-10,979-893-4604,taylor.moore74@example.com,917,2023-09-26
1029,Mary,Brown,1999-03-02,979-110-1784,mary.brown24@example.com,802,2023-09-28
1030,Taylor,Jones,2004-01-19,979-154-1120,taylor.jones54@example.com,167,2023-09-30
1031,Chris,Williams,1997-04-17,979-481-5313,chris.williams58@example.com,730,2023-10-02
1032,Pat,Williams,1997-10-27,979-698-4136,pat.williams1@example.com,14,2023-10-04
1033,Pat,Wilson,1999-09-14,979-517-9146,pat.wilson5@example.com,137,2023-10-07
1034,Peter,Moore,1996-07-11,979-598-7906,peter.moore69@example.com,677,2023-10-09
1035,Peter,Miller,2003-08-03,979-262-2939,peter.miller25@example.com,669,2023-10-11
1036,Alex,Williams,2001-04-22,979-803-7397,alex.williams46@example.com,888,2023-10-13
1037,Sue,Moore,2003-02-18,979-181-2894,sue.moore54@example.com,7,2023-10-15
1038,Pat,Smith,2004-05-22,979-984-3533,pat.smith12@example.com,944,2023-10-17
1039,Pat,Williams,2004-01-19,979-420-8865,pat.williams3@example.com,356,2023-10-19
1040,John,Jones,2003-09-09,979-890-7969,john.jones8@example.com,189,2023-10-22
1041,Jane,Doe,2002-07-04,979-637-8129,jane.doe32@example.com,711,2023-10-24
1042,Peter,Wilson,1998-05-06,979-802-6719,peter.wilson70@example.com,781,2023-10-26
1043,Mary,Williams,2004-02-07,979-752-9357,mary.williams1@example.com,713,2023-10-28
1044,Mary,Lee,2001-11-25,979-596-8574,mary.lee53@example.com,590,2023-10-30
1045,John,Miller,1997-03-18,979-698-6459,john.miller6@example.com,253,2023-11-01
1046,Jane,Miller,1997-03-22,979-748-7156,jane.miller59@example.com,979,2023-11-03
1047,Pat,Davis,1998-06-23,979-637-7110,pat.davis69@example.com,211,2023-11-05
1048,Chris,Wilson,1998-05-27,979-530-9941,chris.wilson42@example.com,483,2023-11-08
1049,Sue,Lee,2002-06-06,979-145-5627,sue.lee34@example.com,242,2023-11-10
1050,Taylor,Lee,1998-06-24,979-255-7419,taylor.lee96@example.com,15,2023-11-12
1051,Sue,Miller,2001-02-19,979-759-7240,sue.miller65@example.com,402,2023-11-14
1052,Jane,Wilson,2004-11-15,979-312-7248,jane.wilson42@example.com,100,2023-11-16
1053,John,Davis,2000-05-11,979-118-6900,john.davis17@example.com,851,2023-11-18
1054,John,Miller,2005-02-01,979-339-5907,john.miller47@example.com,370,2023-11-20
1055,Jane,Wilson,2005-01-08,979-644-5388,jane.wilson56@example.com,748,2023-11-22
1056,Mike,Brown,2003-07-28,979-550-7447,mike.brown6@example.com,554,2023-11-25
1057,Mike,Doe,2004-10-25,979-836-5006,mike.doe99@example.com,301,2023-11-27
1058,Peter,Wilson,1997-02-26,979-563-5990,peter.wilson84@example.com,809,2023-11-29
1059,Peter,Lee,2000-05-01,979-697-3565,peter.lee47@example.com,993,2023-12-01
1060,Sue,Doe,2000-10-07,979-926-1159,sue.doe59@example.com,143,2023-12-03
1061,Mary,Moore,1999-02-16,979-463-9939,mary.moore72@example.com,152,2023-12-05
1062,Alex,Davis,2000-01-12,979-796-3217,alex.davis19@example.com,152,2023-12-07
1063,Mike,Moore,2005-01-26,979-747-8145,mike.moore65@example.com,343,2023-12-10
1064,Chris,Brown,1997-07-27,979-518-4642,chris.brown59@example.com,858,2023-12-12
1065,John,Moore,1999-04-04,979-249-2974,john.moore65@example.com,145,2023-12-14
1066,Peter,Williams,2001-09-15,979-632-8767,peter.williams21@example.com,145,2023-12-16
1067,Taylor,Brown,2003-11-06,979-789-5981,taylor.brown8@example.com,314,2023-12-18
1068,Sue,Wilson,1997-07-01,979-421-9020,sue.wilson51@example.com,513,2023-12-20
1069,Pat,Jones,2003-03-26,979-416-9002,pat.jones60@example.com,780,2023-12-22
1070,Chris,Williams,1995-06-14,979-683-4533,chris.williams49@example.com,996,2023-12-24
1071,Mike,Lee,2001-10-05,979-878-9190,mike.lee45@example.com,962,2023-12-27
1072,Pat,Davis,2002-09-28,979-966-7134,pat.davis75@example.com,841,2023-12-29
1073,John,Jones,1997-10-16,979-613-4086,john.jones61@example.com,858,2023-12-31
1074,Peter,Davis,2004-04-04,979-364-8844,peter.davis55@example.com,781,2024-01-02
1075,Alex,Miller,1998-11-03,979-369-4179,alex.miller96@example.com,667,2024-01-04
1076,Pat,Lee,2001-03-05,979-118-6795,pat.lee58@example.com,722,2024-01-06
1077,Sue,Moore,2003-11-19,979-634-9636,sue.moore26@example.com,938,2024-01-08
1078,Peter,Brown,2002-09-09,979-623-1547,peter.brown8@example.com,887,2024-01-10
1079,Peter,Williams,2004-03-17,979-104-3107,peter.williams48@example.com,613,2024-01-13
1080,John,Moore,1999-06-22,979-372-5620,john.moore83@example.com,749,2024-01-15
1081,Taylor,Lee,1995-07-18,979-680-1879,taylor.lee72@example.com,942,2024-01-17
1082,Mike,Smith,2005-03-14,979-721-7191,mike.smith65@example.com,37,2024-01-19
1083,Jane,Davis,1995-08-26,979-106-8251,jane.davis30@example.com,2,2024-01-21
1084,Chris,Jones,1996-06-25,979-953-4017,chris.jones81@example.com,666,2024-01-23
1085,Jane,Wilson,2004-07-04,979-599-2485,jane.wilson2@example.com,94,2024-01-25
1086,Mike,Williams,2003-02-17,979-614-4922,mike.williams68@example.com,269,2024-01-28
1087,Sue,Smith,2003-08-21,979-837-5961,sue.smith86@example.com,885,2024-01-30
1088,John,Brown,2002-02-21,979-937-8627,john.brown96@example.com,27,2024-02-01
1089,Mary,Jones,2003-02-27,979-494-4561,mary.jones52@example.com,150,2024-02-03
1090,Chris,Jones,1999-02-12,979-799-7221,chris.jones11@example.com,614,2024-02-05
1091,Alex,Doe,2002-06-14,979-664-8121,alex.doe52@example.com,497,2024-02-07
1092,John,Smith,1999-12-18,979-822-5260,john.smith15@example.com,32,2024-02-09
1093,Peter,Wilson,2004-10-17,979-527-2513,peter.wilson62@example.com,574,2024-02-11
1094,Chris,Wilson,2001-12-15,979-604-6705,chris.wilson81@example.com,295,2024-02-14
1095,Peter,Davis,2003-09-22,979-316-2128,peter.davis51@example.com,73,2024-02-16
1096,Chris,Wilson,1996-10-27,979-106-8743,chris.wilson71@example.com,941,2024-02-18
1097,Mary,Lee,1999-10-24,979-977-7739,mary.lee3@example.com,425,2024-02-20
1098,Mary,Brown,1996-05-13,979-647-8605,mary.brown4@example.com,622,2024-02-22
1099,Chris,Lee,2000-05-21,979-259-9800,chris.lee19@example.com,862,2024-02-24
1100,Pat,Moore,1995-07-16,979-133-5012,pat.moore17@example.com,637,2024-02-26
1101,Taylor,Brown,1995-05-07,979-421-7038,taylor.brown50@example.com,220,2024-02-28
1102,Sue,Davis,1996-07-21,979-327-6653,sue.davis72@example.com,528,2024-03-02
1103,Sue,Doe,2003-08-26,979-590-1493,sue.doe60@example.com,78,2024-03-04
1104,Sue,Williams,1998-11-23,979-748-5287,sue.williams6@example.com,516,2024-03-06
1105,Mary,Williams,2000-05-12,979-283-7089,mary.williams46@example.com,962,2024-03-08
1106,John,Davis,2004-11-22,979-504-2835,john.davis42@example.com,359,2024-03-10
1107,Peter,Lee,2004-04-14,979-975-8050,peter.lee18@example.com,22,2024-03-12
1108,Mike,Jones,1997-07-05,979-221-6910,mike.jones11@example.com,710,2024-03-14
1109,Sue,Doe,2004-11-03,979-176-9045,sue.doe58@example.com,166,2024-03-17
1110,Mike,Smith,2003-01-08,979-675-7111,mike.smith99@example.com,371,2024-03-19
1111,Pat,Davis,1995-05-11,979-810-2494,pat.davis63@example.com,570,2024-03-21
1112,Mike,Wilson,1998-07-24,979-442-9574,mike.wilson96@example.com,838,2024-03-23
1113,Mary,Miller,2002-05-02,979-320-6513,mary.miller59@example.com,626,2024-03-25
1114,Chris,Moore,2000-12-19,979-571-7065,chris.moore44@example.com,928,2024-03-27
1115,Chris,Davis,2004-07-24,979-762-3428,chris.davis3@example.com,354,2024-03-29
1116,Peter,Brown,2001-08-02,979-808-4218,peter.brown80@example.com,249,2024-03-31
1117,Peter,Brown,2005-04-09,979-673-3145,peter.brown62@example.com,912,2024-04-03
1118,Mary,Lee,1999-05-26,979-183-4954,mary.lee96@example.com,678,2024-04-05
1119,Sue,Smith,1995-11-18,979-446-9482,sue.smith9@example.com,333,2024-04-07
1120,Mary,Miller,2004-04-07,979-145-3573,mary.miller62@example.com,81,2024-04-09
1121,Peter,Moore,2004-03-08,979-731-7490,peter.moore74@example.com,498,2024-04-11
1122,Chris,Lee,2004-04-13,979-153-3384,chris.lee23@example.com,413,2024-04-13
1123,Sue,Williams,1997-03-15,979-451-5239,sue.williams99@example.com,738,2024-04-15
1124,Taylor,Wilson,2002-06-16,979-869-7345,taylor.wilson28@example.com,381,2024-04-17
1125,Taylor,Moore,1999-04-02,979-686-9957,taylor.moore37@example.com,211,2024-04-20
1126,Mary,Brown,1999-01-13,979-915-8763,mary.brown8@example.com,562,2024-04-22
1127,Alex,Jones,1999-03-23,979-130-2623,alex.jones31@example.com,321,2024-04-24
1128,Taylor,Miller,2004-03-03,979-476-6669,taylor.miller96@example.com,412,2024-04-26
1129,Alex,Brown,1996-05-26,979-905-5242,alex.brown61@example.com,853,2024-04-28
1130,Mary,Brown,1998-09-22,979-828-9119,mary.brown13@example.com,188,2024-04-30
1131,Alex,Wilson,2002-08-02,979-604-5907,alex.wilson90@example.com,189,2024-05-02
1132,Mary,Davis,2001-01-25,979-838-1225,mary.davis46@example.com,669,2024-05-05
1133,Sue,Doe,2002-11-04,979-205-2188,sue.doe41@example.com,346,2024-05-07
1134,Mike,Jones,2002-08-21,979-926-2390,mike.jones3@example.com,186,2024-05-09
1135,Pat,Miller,1999-02-14,979-940-5706,pat.miller89@example.com,161,2024-05-11
1136,Mary,Doe,1996-03-26,979-554-3749,mary.doe77@example.com,125,2024-05-13
1137,John,Doe,1998-05-24,979-120-4259,john.doe48@example.com,365,2024-05-15
1138,Sue,Moore,2000-08-26,979-977-9621,sue.moore66@example.com,173,2024-05-17
1139,Taylor,Williams,2000-01-08,979-629-8678,taylor.williams82@example.com,898,2024-05-19
1140,Jane,Williams,1999-11-27,979-606-1533,jane.williams91@example.com,373,2024-05-22
1141,Taylor,Smith,1996-01-26,979-416-1519,taylor.smith97@example.com,553,2024-05-24
1142,Sue,Smith,1997-01-03,979-190-5073,sue.smith25@example.com,12,2024-05-26
1143,Chris,Miller,2004-12-15,979-508-4552,chris.miller89@example.com,786,2024-05-28
1144,John,Smith,2000-01-09,979-298-1296,john.smith96@example.com,463,2024-05-30
1145,John,Davis,2001-10-20,979-762-3909,john.davis68@example.com,166,2024-06-01
1146,Alex,Lee,2004-09-05,979-255-7266,alex.lee11@example.com,250,2024-06-03
1147,Chris,Doe,2000-05-23,979-754-5502,chris.doe81@example.com,221,2024-06-05
1148,Mike,Williams,2001-10-14,979-337-6936,mike.williams63@example.com,183,2024-06-08
1149,Taylor,Davis,2000-05-06,979-362-6736,taylor.davis24@example.com,300,2024-06-10
1150,Mike,Jones,2002-02-10,979-708-7867,mike.jones82@example.com,978,2024-06-12
1151,John,Doe,1996-02-17,979-447-8728,john.doe35@example.com,928,2024-06-14
1152,Alex,Miller,1997-02-28,979-297-5995,alex.miller67@example.com,953,2024-06-16
1153,Taylor,Davis,1995-08-13,979-522-8962,taylor.davis71@example.com,489,2024-06-18
1154,Mary,Wilson,2005-10-20,979-654-6550,mary.wilson54@example.com,2,2024-06-20
1155,John,Lee,1998-11-18,979-603-1173,john.lee14@example.com,500,2024-06-23
1156,Taylor,Davis,1999-11-06,979-384-4996,taylor.davis42@example.com,325,2024-06-25
1157,Alex,Moore,1995-10-18,979-270-9782,alex.moore79@example.com,857,2024-06-27
1158,Chris,Williams,2005-02-23,979-926-2684,chris.williams83@example.com,552,2024-06-29
1159,Taylor,Moore,1995-12-20,979-485-2753,taylor.moore67@example.com,317,2024-07-01
1160,Peter,Williams,2005-10-08,979-711-2775,peter.williams14@example.com,100,2024-07-03
1161,Jane,Smith,1998-07-22,979-612-4613,jane.smith31@example.com,883,2024-07-05
1162,Alex,Smith,2003-08-08,979-494-7652,alex.smith16@example.com,883,2024-07-07
1163,Mike,Moore,2000-09-12,979-326-9167,mike.moore98@example.com,640,2024-07-10
1164,Sue,Williams,1997-01-13,979-890-3365,sue.williams48@example.com,864,2024-07-12
1165,Peter,Wilson,2005-02-26,979-797-2072,peter.wilson36@example.com,885,2024-07-14
1166,John,Lee,1995-03-10,979-807-5649,john.lee53@example.com,330,2024-07-16
1167,John,Smith,1995-06-27,979-489-3832,john.smith10@example.com,526,2024-07-18
1168,Alex,Williams,2005-12-01,979-949-4130,alex.williams62@example.com,522,2024-07-20
1169,Alex,Wilson,1997-07-26,979-458-4425,alex.wilson77@example.com,939,2024-07-22
1170,Pat,Doe,1996-05-09,979-766-1462,pat.doe85@example.com,247,2024-07-24
1171,Alex,Williams,2002-09-20,979-463-2519,alex.williams43@example.com,3,2024-07-27
1172,John,Wilson,2003-06-28,979-520-7697,john.wilson55@example.com,411,2024-07-29
1173,Alex,Moore,2000-05-02,979-165-1656,alex.moore21@example.com,338,2024-07-31
1174,Jane,Davis,1998-01-03,979-997-6767,jane.davis33@example.com,819,2024-08-02
1175,Chris,Smith,1995-03-02,979-960-2909,chris.smith3@example.com,892,2024-08-04
1176,John,Davis,1999-09-16,979-593-1653,john.davis22@example.com,522,2024-08-06
1177,Pat,Doe,1995-05-16,979-934-6852,pat.doe89@example.com,516,2024-08-08
1178,Jane,Brown,2003-08-15,979-640-9058,jane.brown60@example.com,805,2024-08-11
1179,Chris,Smith,1998-09-28,979-242-7028,chris.smith14@example.com,813,2024-08-13
1180,John,Jones,2005-06-07,979-466-2974,john.jones19@example.com,352,2024-08-15
1181,Mike,Doe,2005-05-11,979-472-1771,mike.doe25@example.com,749,2024-08-17
1182,Sue,Miller,1998-05-27,979-244-5564,sue.miller24@example.com,438,2024-08-19
1183,Jane,Brown,1997-12-25,979-367-4072,jane.brown90@example.com,502,2024-08-21
1184,Chris,Doe,1998-07-05,979-561-6157,chris.doe74@example.com,375,2024-08-23
1185,Pat,Wilson,1999-03-25,979-157-1352,pat.wilson69@example.com,170,2024-08-25
1186,Jane,Lee,2002-01-01,979-725-8277,jane.lee93@example.com,485,2024-08-28
1187,Sue,Doe,2005-02-05,979-283-9184,sue.doe66@example.com,540,2024-08-30
1188,Sue,Williams,2003-09-05,979-897-2165,sue.williams89@example.com,1000,2024-09-01
1189,Sue,Brown,2004-10-01,979-153-5815,sue.brown76@example.com,874,2024-09-03
1190,Pat,Miller,2004-07-03,979-172-4394,pat.miller37@example.com,847,2024-09-05
1191,Chris,Miller,2001-08-24,979-726-9124,chris.miller60@example.com,359,2024-09-07
1192,Pat,Jones,2004-08-22,979-819-4160,pat.jones75@example.com,886,2024-09-09
1193,Jane,Wilson,2004-08-28,979-273-2368,jane.wilson34@example.com,588,2024-09-11
1194,John,Moore,1997-11-25,979-135-7346,john.moore40@example.com,92,2024-09-14
1195,Alex,Jones,1998-02-02,979-860-9116,alex.jones42@example.com,509,2024-09-16
1196,Chris,Wilson,1995-03-28,979-973-8800,chris.wilson65@example.com,1000,2024-09-18
1197,Mike,Smith,2002-06-13,979-113-6462,mike.smith66@example.com,249,2024-09-20
1198,Peter,Miller,1998-05-09,979-844-1633,peter.miller88@example.com,962,2024-09-22
1199,Sue,Williams,2003-10-23,979-237-3282,sue.williams60@example.com,557,2024-09-24
1200,Alex,Williams,1999-04-08,979-412-3680,alex.williams24@example.com,731,2024-09-26
1201,Mike,Smith,2003-04-14,979-721-2854,mike.smith36@example.com,252,2024-09-29
1202,Sue,Brown,1997-04-26,979-494-6383,sue.brown6@example.com,265,2024-10-01
1203,Mike,Williams,2001-05-06,979-305-9512,mike.williams53@example.com,365,2024-10-03
1204,Taylor,Wilson,2001-09-22,979-536-5686,taylor.wilson78@example.com,259,2024-10-05
1205,Taylor,Davis,2000-03-08,979-216-9296,taylor.davis65@example.com,646,2024-10-07
1206,Mary,Williams,1996-10-25,979-187-3112,mary.williams20@example.com,559,2024-10-09
1207,Jane,Jones,2002-09-24,979-176-1369,jane.jones42@example.com,386,2024-10-11
1208,Alex,Lee,1997-09-14,979-411-9706,alex.lee61@example.com,64,2024-10-13
1209,John,Jones,2004-11-09,979-586-5308,john.jones53@example.com,980,2024-10-16
1210,Mary,Jones,1999-08-23,979-599-1519,mary.jones45@example.com,148,2024-10-18
1211,Sue,Miller,1999-08-18,979-595-1084,sue.miller76@example.com,417,2024-10-20
